iter	Passed	Remaining
1072	37020	25186
1073	37052	25149
1074	37084	25113
1075	37117	25078
1076	37168	25055
1077	37198	25017
1078	37231	24981
1079	37267	24948
1080	37301	24913
1081	37335	24878
1082	37367	24842
1083	37395	24803
1084	37430	24769
1085	37467	24736
1086	37503	24703
1087	37538	24669
1088	37571	24633
1089	37601	24596
1090	37631	24558
1091	37667	24525
1092	37702	24491
1093	37739	24458
1094	37774	24423
1095	37810	24390
1096	37842	24354
1097	37875	24319
1098	37911	24285
1099	37943	24249
1100	37973	24211
1101	38008	24177
1102	38036	24139
1103	38068	24102
1104	38102	24068
1105	38133	24031
1106	38164	23994
1107	38193	23957
1108	38226	23921
1109	38260	23886
1110	38293	23851
1111	38327	23817
1112	38360	23781
