iter	RMSE
494	0.7442441739
495	0.7439032714
496	0.7433474558
497	0.7421343466
498	0.7407580803
499	0.7406390006
500	0.7395974642
501	0.7394668116
502	0.7389539086
503	0.738428893
504	0.7366236449
505	0.735406669
506	0.7351117579
507	0.7347289398
508	0.7343663732
509	0.7330465932
510	0.7313446177
511	0.7299306086
512	0.7285468707
513	0.7279540293
514	0.7275917673
515	0.7262790172
516	0.7249285062
517	0.7244427814
518	0.7241469601
519	0.7235868222
520	0.7218810902
521	0.7215442368
522	0.7214835289
523	0.7205599102
524	0.7202341904
525	0.7190095443
526	0.7182802918
527	0.7172626381
528	0.7158652169
529	0.715624053
530	0.7148539622
531	0.7143423053
532	0.7141187128
533	0.7132247284
534	0.7126176471
535	0.7117777317
536	0.7117455143
537	0.7113445408
538	0.7101516377
539	0.7098586605
540	0.7088236722
541	0.7086996575
542	0.7074479266
543	0.7066360245
544	0.7062981234
545	0.7056981987
546	0.7055412436
547	0.7042496167
548	0.7038876177
549	0.7032992289
550	0.7024937795
551	0.7015537228
552	0.7012898235
553	0.7012440291
554	0.7011954613
555	0.7010787231
556	0.7000684268
557	0.6995956037
558	0.6994961607
559	0.6988317103
560	0.6983606868
561	0.697395499
562	0.6971246086
563	0.6961347291
564	0.6952627513
565	0.693814012
566	0.6936669574
567	0.6925252183
568	0.6922222326
569	0.6919258591
570	0.6916076329
571	0.6911870233
572	0.6908233894
573	0.690399904
574	0.6899459521
575	0.6890557981
576	0.6875951903
577	0.6875053986
578	0.6869085936
579	0.6867702971
580	0.686519723
581	0.6862329251
582	0.6854324815
583	0.6852751518
584	0.6847820446
585	0.684521937
586	0.6837434406
587	0.6826096952
588	0.6816161857
589	0.6811481276
590	0.6807755564
591	0.6804688541
592	0.6792789254
593	0.6792541624
594	0.678980093
595	0.6781208099
596	0.677674214
597	0.6769388751
598	0.6766529033
599	0.6763160456
600	0.675658939
601	0.6753666137
602	0.6751142916
603	0.6749829014
604	0.6744204872
605	0.6738862426
606	0.6733831014
607	0.6722441008
608	0.6715158062
609	0.6701034397
610	0.6692386761
611	0.6689241839
612	0.6674546224
613	0.6671383853
614	0.6667404825
615	0.6664821669
616	0.6663389998
617	0.6653241214
618	0.664309018
619	0.6640164401
620	0.6639252563
621	0.6633906725
622	0.6625843462
623	0.662056366
624	0.6602413585
625	0.6600004946
626	0.6598472939
627	0.6591580404
628	0.6581191553
629	0.6574735448
630	0.6570978136
631	0.6569005332
632	0.6565748821
633	0.6559777161
634	0.655797377
635	0.6546231893
636	0.6538760071
637	0.6528185007
638	0.6527602359
639	0.6519016393
640	0.6517233281
641	0.6513659187
642	0.6506883178
643	0.650413581
644	0.6494112811
645	0.6488989815
646	0.6488064713
647	0.6485752375
648	0.6473423729
649	0.6472555775
650	0.6467340498
651	0.6465228413
652	0.646324899
653	0.6460486784
654	0.6452920931
655	0.6442886691
656	0.6439220607
657	0.6432711723
658	0.6427333385
659	0.6426712381
660	0.6422131375
661	0.6419953306
662	0.6418112036
663	0.6412937308
664	0.6400924928
665	0.6400597807
666	0.6394275582
667	0.6387913304
668	0.6384881625
669	0.6371978978
670	0.6369515046
671	0.6363889367
672	0.6358448928
673	0.634626028
674	0.6343108978
675	0.6341458754
676	0.633756023
677	0.6327166719
678	0.632618049
679	0.6321740073
680	0.631872547
681	0.6315164924
682	0.631044297
683	0.6310183631
684	0.6307994379
685	0.6307309044
686	0.6300534065
687	0.6297057436
688	0.6295055429
689	0.6293115027
690	0.628979471
691	0.6289409772
692	0.6285222497
693	0.627619387
694	0.626443966
695	0.6258344043
696	0.6256415214
697	0.6246301285
698	0.6245226798
699	0.6240440235
700	0.6235490042
701	0.6232371192
702	0.622899663
703	0.6219371836
704	0.6216439719
705	0.6210070445
706	0.6206931802
707	0.6204972111
708	0.6204674641
709	0.6197917274
710	0.6197709361
711	0.6195572546
712	0.6193343301
713	0.618951773
714	0.6188401449
715	0.618367149
716	0.6182877731
717	0.6177919459
718	0.6175092479
719	0.6170894405
720	0.6163178458
721	0.6151957135
722	0.6145279802
723	0.6143677558
724	0.6139062504
725	0.6137235978
726	0.6136537119
727	0.613306938
728	0.612697333
729	0.6126082445
730	0.6121783373
731	0.6116882472
732	0.6111261109
733	0.6104627922
734	0.6100523521
735	0.6095188706
736	0.6090026187
737	0.608538487
738	0.6081011144
739	0.6074662109
740	0.6072346132
741	0.606267365
742	0.6061702763
743	0.605776997
744	0.6047208241
745	0.6046154579
746	0.6045317372
747	0.6043135881
748	0.6041843813
749	0.6038496797
750	0.6034341127
751	0.6029921054
752	0.6027567198
753	0.6026818354
754	0.6023110516
755	0.6019055909
756	0.6007059008
757	0.6002818576
758	0.5998903655
759	0.5990300685
760	0.5986154852
761	0.5984618544
762	0.5981231967
763	0.5974759791
764	0.5962029544
765	0.595615794
766	0.5953688515
767	0.5948887904
768	0.5941687623
769	0.593479398
770	0.5931981953
771	0.5930209441
772	0.5926069211
773	0.5922442574
774	0.5915923375
775	0.5911899485
776	0.5907902471
777	0.5896060182
778	0.5891047391
779	0.5884634723
780	0.5875776522
781	0.5867800289
782	0.5859315748
783	0.5852504704
784	0.5846959255
785	0.5840673828
786	0.5839907238
787	0.5837457192
788	0.5833498807
789	0.5831460086
790	0.5827236687
791	0.5824189669
792	0.5821357412
793	0.5816965193
794	0.5813312743
795	0.581255828
796	0.5809232348
797	0.5801599611
798	0.5792096229
799	0.5790615923
800	0.5786489764
801	0.578340432
802	0.5777048687
803	0.5771744583
804	0.5769668241
805	0.5768821699
806	0.5764124535
807	0.5761798851
808	0.5760994305
809	0.575995116
810	0.5759167891
811	0.5753909551
812	0.5752125933
813	0.5742803971
814	0.5742132396
815	0.574141568
816	0.5732703954
817	0.5730440975
818	0.5724101298
819	0.5722774757
820	0.5713213275
821	0.5711275012
822	0.5706959217
823	0.570290661
824	0.5699035656
825	0.5698915483
826	0.5696824187
827	0.5696433122
828	0.5685499628
829	0.567749716
830	0.5674158106
831	0.56724971
832	0.5664807231
833	0.5664428664
834	0.566086021
835	0.5654138058
836	0.5648895112
837	0.5647244314
838	0.5643109545
839	0.5634465815
840	0.5632769576
841	0.5632534063
842	0.5628302158
843	0.5627910815
844	0.5623110155
845	0.561778665
846	0.5615497084
847	0.5613525158
848	0.560949973
849	0.5608230088
850	0.5606260001
851	0.5605465922
852	0.5603980581
853	0.5600814677
854	0.5600269377
855	0.5599370072
856	0.5597952748
857	0.5597002465
858	0.5593252769
859	0.5592010049
860	0.5588012955
861	0.5586869091
862	0.5583389176
863	0.5579081305
864	0.5577172871
865	0.5573233579
866	0.5567451109
867	0.5566603537
868	0.5565823864
869	0.5565081541
870	0.5562301024
871	0.556131072
872	0.5560555173
873	0.5557289885
874	0.5552838957
875	0.5543992806
876	0.5542140509
877	0.5539928137
878	0.5537087671
879	0.5536199412
880	0.5530242183
881	0.5524621728
882	0.5524474281
883	0.5515960952
884	0.5515546279
885	0.5510754912
886	0.5506884909
887	0.5500607444
888	0.5496390249
889	0.5495958605
890	0.5488299457
891	0.5485863768
892	0.5484314406
893	0.548215788
894	0.5479340171
895	0.547598144
896	0.547045483
897	0.5465693927
898	0.546537344
899	0.5462413944
900	0.5461603507
901	0.5456774473
902	0.5456295168
903	0.5455328081
904	0.5454749982
905	0.5451755387
906	0.5450109749
907	0.5446003547
908	0.5439928618
909	0.5437920505
910	0.5435330937
911	0.5432591205
912	0.5429582855
913	0.5428309025
914	0.5424637371
915	0.5417178942
916	0.5411650071
917	0.5407626423
918	0.5403893873
919	0.5403733219
920	0.5398190057
921	0.539596516
922	0.5393614619
923	0.539210705
924	0.5386327194
925	0.5382824767
926	0.5378260926
927	0.5377840793
928	0.5370025743
929	0.5369622114
930	0.5368006895
931	0.5367931751
932	0.5365780304
933	0.5361710625
934	0.5360127931
935	0.5358873673
936	0.5354592077
937	0.5353797808
938	0.535014053
939	0.5349080609
940	0.5347300974
941	0.5343402791
942	0.5342604862
943	0.5341553275
944	0.5340129734
945	0.5339557282
946	0.5334998675
947	0.5325964948
948	0.5325669846
949	0.5325034466
950	0.5323292684
951	0.5319010755
952	0.5316945681
953	0.5312857019
954	0.5311473535
955	0.5307057187
956	0.5306276458
957	0.5302099642
958	0.5295594893
959	0.5289501485
960	0.5286820501
961	0.5283113296
962	0.527842752
963	0.5277135783
964	0.527524942
965	0.5270481123
966	0.5270277169
967	0.5269884043
968	0.526373805
969	0.5261744108
970	0.5255594411
971	0.525463294
972	0.5251926849
973	0.5250354551
974	0.5244841296
975	0.5239237358
976	0.5237085265
977	0.5235940119
978	0.5234229374
979	0.5230665218
980	0.5227886953
981	0.5223823892
982	0.5222301169
983	0.5218050295
984	0.5213474046
985	0.5208956508
986	0.5206081132
987	0.5201206658
988	0.5197155438
989	0.5195102782
990	0.5193030037
991	0.519246499
992	0.518987782
993	0.5184288639
994	0.5184147225
995	0.5180796574
996	0.5175820111
997	0.5167875359
998	0.5165918939
999	0.5159678881
1000	0.5156620159
1001	0.5153472519
1002	0.5149608078
1003	0.5144181729
1004	0.5138988478
1005	0.5137501178
1006	0.5134909614
1007	0.5132517895
1008	0.5131096455
1009	0.512695438
1010	0.5125339886
1011	0.5123723304
1012	0.5120021561
1013	0.5119620552
1014	0.511436395
1015	0.5113000351
1016	0.5111315866
1017	0.5109383397
1018	0.5108534456
1019	0.5107969814
1020	0.5106484384
1021	0.5105652911
1022	0.5104489488
1023	0.5098218277
1024	0.509366087
1025	0.5091558625
1026	0.5089434257
1027	0.5087226013
1028	0.5084464151
1029	0.5082588409
1030	0.5081508753
1031	0.5080718059
1032	0.5076592128
1033	0.5072947085
1034	0.5071685886
1035	0.5069468024
1036	0.5066758764
1037	0.5064487455
1038	0.5063673254
1039	0.5061647295
1040	0.5059813034
1041	0.5054463379
1042	0.5054217072
1043	0.5052704751
1044	0.5051009328
1045	0.5044250002
1046	0.5042678341
1047	0.5040259954
1048	0.5040086312
1049	0.5038420947
1050	0.503642651
1051	0.5035674521
1052	0.5031381202
1053	0.5030181159
1054	0.5029323794
1055	0.5027963224
1056	0.50258292
1057	0.5022920905
1058	0.501781349
1059	0.5013907252
1060	0.5009768329
1061	0.5009559354
1062	0.5008062035
1063	0.5006472254
1064	0.5005359922
1065	0.5003820296
1066	0.5002542856
1067	0.5000906128
1068	0.499982984
1069	0.4999189554
1070	0.4996715249
1071	0.4994328883
1072	0.4992566674
1073	0.4988316468
1074	0.4987334247
1075	0.4985890445
1076	0.4985428369
1077	0.4981209439
1078	0.4979606181
1079	0.497903146
1080	0.4975228045
1081	0.4968016704
1082	0.4967760757
1083	0.4965911056
1084	0.496221391
1085	0.4961121749
1086	0.4959961226
1087	0.4959764944
1088	0.4959416108
1089	0.4957991061
1090	0.4952554358
1091	0.4948826436
1092	0.4947299837
1093	0.4946196095
1094	0.4944942837
1095	0.4943384176
1096	0.494139029
1097	0.4937962314
1098	0.4931139679
1099	0.4930687449
1100	0.4928095073
1101	0.4925664706
1102	0.4925598376
1103	0.492097007
1104	0.4919560475
1105	0.491826825
1106	0.4917216784
1107	0.4913865016
1108	0.4912609328
1109	0.4908214461
1110	0.4907534921
1111	0.4905898528
1112	0.4902600191
