iter	Passed	Remaining
1662	114613	9648
1663	114698	9581
1664	114765	9512
1665	114835	9443
1666	114904	9374
1667	114983	9306
1668	115056	9237
1669	115133	9169
1670	115224	9102
1671	115319	9035
1672	115388	8966
1673	115483	8899
1674	115579	8832
1675	115668	8764
1676	115762	8697
1677	115856	8630
1678	115942	8562
1679	116022	8494
1680	116097	8425
1681	116190	8358
1682	116280	8290
1683	116358	8222
1684	116438	8154
1685	116515	8085
1686	116580	8016
1687	116651	7947
1688	116719	7878
1689	116787	7808
1690	116855	7739
1691	116936	7671
1692	117006	7602
1693	117080	7533
1694	117151	7464
1695	117228	7395
1696	117302	7327
1697	117372	7258
1698	117450	7189
1699	117530	7120
1700	117617	7052
1701	117715	6985
1702	117804	6917
1703	117891	6849
1704	117975	6780
1705	118071	6713
1706	118167	6645
1707	118260	6577
1708	118344	6509
1709	118421	6440
1710	118513	6372
1711	118598	6304
1712	118685	6235
1713	118774	6167
1714	118853	6098
1715	118917	6029
1716	118986	5959
1717	119048	5890
1718	119119	5820
1719	119185	5751
1720	119261	5682
1721	119352	5614
1722	119450	5546
1723	119540	5477
1724	119645	5410
1725	119740	5341
1726	119822	5273
1727	119909	5204
1728	119989	5135
1729	120070	5066
1730	120138	4997
1731	120216	4928
1732	120305	4859
1733	120395	4790
1734	120489	4722
1735	120571	4653
1736	120658	4584
1737	120757	4516
1738	120851	4447
1739	120932	4378
1740	121010	4309
1741	121090	4240
1742	121170	4171
1743	121244	4101
1744	121322	4032
1745	121414	3963
1746	121492	3894
1747	121581	3825
1748	121677	3756
1749	121763	3687
1750	121838	3618
1751	121947	3549
1752	122045	3481
1753	122146	3412
1754	122222	3342
1755	122315	3273
1756	122413	3204
1757	122502	3135
1758	122593	3066
1759	122691	2997
1760	122792	2928
1761	122881	2859
1762	122977	2790
1763	123068	2720
1764	123147	2651
1765	123221	2581
1766	123289	2511
1767	123362	2442
1768	123438	2372
1769	123522	2302
1770	123582	2232
1771	123654	2163
1772	123741	2093
1773	123836	2024
1774	123928	1954
1775	124015	1885
1776	124111	1815
1777	124209	1746
1778	124295	1676
1779	124390	1607
1780	124480	1537
1781	124573	1468
1782	124671	1398
1783	124757	1328
1784	124846	1258
1785	124936	1189
1786	125022	1119
1787	125104	1049
1788	125198	979
1789	125282	909
1790	125367	839
1791	125454	770
1792	125549	700
1793	125629	630
1794	125738	560
1795	125806	490
1796	125866	420
1797	125940	350
1798	126018	280
1799	126093	210
1800	126179	140
1801	126262	70
1802	126341	0
