iter	RMSE
341	0.8878836181
342	0.8861667533
343	0.8860925905
344	0.8854328119
345	0.8853621685
346	0.885306583
347	0.8838228057
348	0.8832941868
349	0.8829400106
350	0.8827154313
351	0.8812078275
352	0.880410179
353	0.8800575806
354	0.8789471276
355	0.8786522017
356	0.8771746041
357	0.8761251936
358	0.8752473848
359	0.873968444
360	0.8718985118
361	0.8714385607
362	0.8698261081
363	0.8693165734
364	0.8688913257
365	0.8666791216
366	0.8663953171
367	0.8661971348
368	0.8648898035
369	0.864773298
370	0.864597505
371	0.8644866584
372	0.8636132787
373	0.8623782703
374	0.8622281664
375	0.8608995861
376	0.8603231593
377	0.8591470788
378	0.8588271749
379	0.8584868948
380	0.8579369001
381	0.8564063882
382	0.8551620035
383	0.8544914784
384	0.853693812
385	0.8535296483
386	0.851975425
387	0.8518963666
388	0.8500809697
389	0.8492698699
390	0.8491052158
391	0.8487210402
392	0.8484079806
393	0.8480043682
394	0.8469369953
395	0.8466988126
396	0.8465491939
397	0.8458777039
398	0.8457605682
399	0.8440325995
400	0.8438404722
401	0.8435824646
402	0.8423213253
403	0.8406967848
404	0.8394846919
405	0.8391532773
406	0.8385657916
407	0.8384027675
408	0.838157648
409	0.8376649642
410	0.8372924657
411	0.8368155799
412	0.8354211484
413	0.8349810356
414	0.8342049738
415	0.8326164659
416	0.8325255604
417	0.8320123766
418	0.8317889439
419	0.8313796675
420	0.8312189188
421	0.8304948166
422	0.8302537643
423	0.8301120918
424	0.8297004251
425	0.828228603
426	0.8280447245
427	0.8278547378
428	0.8273887068
429	0.8259254064
430	0.8249707486
431	0.8248220626
432	0.8229675535
433	0.8216440145
434	0.8209669847
435	0.8206240733
436	0.8196529934
437	0.8186687547
438	0.8183301376
439	0.8176285772
440	0.817242361
441	0.8169090658
442	0.8154034401
443	0.8151554808
444	0.8135224009
445	0.8125729626
446	0.8123573327
447	0.8121366554
448	0.8119965124
449	0.8118213881
450	0.8107106101
451	0.8106060442
452	0.8102233233
453	0.809417832
454	0.8092908008
455	0.8088953644
456	0.8074256893
457	0.8065312923
458	0.8062805742
459	0.8051486912
460	0.8049690635
461	0.8039367473
462	0.8026948151
463	0.8014449862
464	0.8009411728
465	0.8008022239
466	0.7993604275
467	0.7992049534
468	0.7986976414
469	0.7983456495
470	0.7975896808
471	0.7972536625
472	0.7971619564
473	0.7964286194
474	0.7961581108
475	0.7960420728
476	0.7953477867
477	0.7944684091
478	0.7929872492
479	0.7926274675
480	0.7918156785
481	0.7910782183
482	0.7907437
483	0.7897992763
484	0.7888503339
485	0.7883264055
486	0.787737142
487	0.7872591287
488	0.7859786955
489	0.7848394646
490	0.7847220488
491	0.7842809471
492	0.7833931955
493	0.7832844691
494	0.7823423704
495	0.7814388187
496	0.7804858815
497	0.7800319982
498	0.7796856135
499	0.7793425075
500	0.7784531229
501	0.7782658117
502	0.7780845838
503	0.7778446275
504	0.7770949874
505	0.7761957437
506	0.775124106
507	0.7746206178
508	0.7736205143
509	0.7728488948
510	0.7720254978
511	0.7716919701
512	0.7712331383
513	0.7711200367
514	0.7708928717
515	0.7703544364
516	0.7702894454
517	0.7701591579
518	0.7700311624
519	0.7688115753
520	0.7680674276
521	0.7677821082
522	0.7669914013
523	0.7664129533
524	0.7661273344
525	0.7656966871
526	0.7653848676
527	0.7643562601
528	0.7642983329
529	0.7634679795
530	0.7625690768
531	0.761644076
532	0.7610438233
533	0.7608026291
534	0.7599989931
535	0.7596601148
536	0.7592021678
537	0.7580251071
538	0.7575433207
539	0.7571101517
540	0.7566934648
541	0.7563332853
542	0.7558726423
543	0.7557614507
544	0.7545682723
545	0.7538147612
546	0.7530180753
547	0.7526330955
548	0.7522653091
549	0.7517911428
550	0.7511931508
551	0.7504624519
552	0.7502665498
553	0.7499341838
554	0.7495468406
555	0.7485346535
556	0.7479867782
557	0.7474181956
558	0.7473270081
559	0.7467872934
560	0.7465573226
561	0.7455551105
562	0.7448493523
563	0.7446659154
564	0.7438706745
565	0.7432014916
566	0.7424608412
567	0.7419331713
568	0.7417266203
569	0.741387915
570	0.7405722158
571	0.7402947021
572	0.739347284
573	0.7390198933
574	0.73886475
575	0.738122601
576	0.7375453682
577	0.7375069386
578	0.7372165851
579	0.73670116
580	0.7365567773
581	0.7356093585
582	0.7353339324
583	0.7347216048
584	0.7343071242
585	0.7337909972
586	0.7329152631
587	0.7324813764
588	0.731764868
589	0.7314102973
590	0.7311208272
