iter	Passed	Remaining
388	29506	107253
389	29586	107193
390	29661	107115
391	29742	107057
392	29824	107005
393	29903	106939
394	29986	106889
395	30081	106881
396	30166	106836
397	30242	106758
398	30319	106688
399	30399	106625
400	30478	106560
401	30559	106501
402	30647	106468
403	30730	106415
404	30822	106394
405	30898	106319
406	30977	106251
407	31054	106180
408	31131	106105
409	31205	106022
410	31274	105921
411	31351	105849
412	31430	105784
413	31506	105705
414	31593	105667
415	31671	105597
416	31747	105521
417	31829	105464
418	31904	105383
419	31982	105313
420	32054	105225
421	32125	105129
422	32193	105028
423	32262	104929
424	32345	104876
425	32422	104800
426	32497	104722
427	32573	104645
428	32654	104586
429	32747	104564
430	32830	104508
431	32906	104431
432	32990	104381
433	33068	104311
434	33141	104224
435	33207	104115
436	33281	104033
437	33357	103955
438	33436	103890
439	33514	103818
440	33591	103745
441	33665	103661
442	33742	103587
443	33820	103518
444	33894	103436
445	33970	103357
446	34046	103283
447	34113	103177
448	34183	103083
449	34250	102980
450	34328	102909
451	34405	102835
452	34484	102768
453	34556	102680
454	34641	102629
455	34719	102560
456	34795	102482
457	34873	102411
458	34954	102351
459	35036	102292
460	35103	102188
461	35170	102086
462	35240	101990
463	35315	101911
464	35402	101868
465	35481	101798
466	35553	101710
467	35633	101645
468	35711	101575
469	35793	101516
470	35875	101457
471	35950	101378
472	36028	101306
473	36100	101219
474	36166	101115
475	36233	101013
476	36313	100947
477	36391	100876
478	36468	100803
479	36545	100729
480	36628	100670
481	36704	100595
482	36783	100525
483	36859	100450
484	36933	100368
485	37010	100294
486	37086	100216
487	37150	100107
488	37220	100015
489	37290	99924
490	37368	99851
491	37447	99782
492	37520	99700
493	37607	99651
494	37689	99590
495	37769	99525
496	37848	99455
497	37926	99386
498	38003	99311
499	38081	99239
500	38150	99146
501	38219	99051
502	38292	98966
503	38369	98892
504	38445	98815
505	38522	98743
506	38598	98666
507	38678	98600
508	38751	98516
509	38830	98447
510	38905	98367
511	39010	98363
512	39084	98283
513	39147	98174
514	39215	98076
515	39286	97988
516	39365	97919
517	39442	97845
518	39516	97762
519	39596	97695
520	39676	97630
521	39749	97547
522	39831	97485
523	39919	97436
524	39994	97358
525	40081	97307
526	40146	97205
527	40216	97114
528	40302	97062
529	40381	96991
530	40458	96917
531	40531	96834
532	40608	96760
533	40687	96690
534	40763	96614
535	40844	96548
536	40922	96477
537	40997	96397
538	41073	96320
539	41137	96217
540	41219	96152
541	41294	96074
542	41376	96010
543	41457	95946
544	41526	95853
545	41615	95806
546	41691	95730
547	41769	95658
548	41847	95586
549	41925	95513
550	42000	95435
551	42084	95375
552	42150	95275
553	42227	95202
554	42309	95139
555	42387	95067
556	42470	95006
557	42555	94948
558	42634	94878
559	42721	94827
560	42811	94779
561	42889	94707
562	42956	94611
563	43037	94545
564	43102	94444
565	43170	94349
566	43236	94251
567	43318	94186
568	43399	94121
569	43480	94055
570	43557	93979
571	43641	93921
572	43723	93856
573	43799	93779
574	43878	93709
575	43954	93631
576	44032	93559
577	44099	93462
578	44159	93352
579	44226	93256
580	44301	93178
581	44378	93104
582	44461	93040
583	44537	92965
584	44613	92887
585	44691	92814
586	44788	92781
587	44866	92708
588	44946	92640
589	45028	92576
590	45101	92491
